plan,variant,position,norm,critic_mse,critic_cos
plan_c,C3_creative_handcuffs,5,135.0649871826172,0.08294741064310074,0.9585264921188354
plan_c,C3_creative_handcuffs,6,136.60464477539062,0.12556125223636627,0.9372193813323975
plan_c,C3_creative_handcuffs,7,123.72209167480469,0.11568707227706909,0.9421566128730774
plan_c,C3_creative_handcuffs,8,126.41393280029297,0.1255287081003189,0.9372356534004211
plan_c,C3_creative_handcuffs,9,135.82269287109375,0.09988964349031448,0.9500554800033569
plan_c,C3_creative_handcuffs,10,124.86943054199219,0.12954841554164886,0.9352259039878845
plan_c,C3_creative_handcuffs,11,124.24833679199219,0.10510274022817612,0.9474484920501709
plan_c,C3_creative_handcuffs,12,127.64266204833984,0.12418966740369797,0.9379051327705383
plan_c,C3_creative_handcuffs,13,122.11672973632812,0.13278746604919434,0.9336063265800476
plan_c,C3_creative_handcuffs,14,132.74850463867188,0.11985687166452408,0.9400715231895447
plan_c,C3_creative_handcuffs,15,117.96475219726562,0.13299468159675598,0.9335029721260071
plan_c,C4_harmful_speech,0,119.40376281738281,0.2651873230934143,0.8674067258834839
plan_c,C4_harmful_speech,1,112.59326171875,0.28022071719169617,0.8598896265029907
plan_c,C4_harmful_speech,2,99.88327026367188,0.24976369738578796,0.8751183152198792
plan_c,C4_harmful_speech,3,122.39954376220703,0.22350910305976868,0.8882456421852112
plan_c,C4_harmful_speech,4,124.90979766845703,0.2658385932445526,0.8670808672904968
plan_c,C4_harmful_speech,5,128.50540161132812,0.3036510944366455,0.848174512386322
plan_c,C4_harmful_speech,6,119.97039031982422,0.21239294111728668,0.8938034772872925
plan_c,C4_harmful_speech,7,127.32011413574219,0.2167840301990509,0.8916080594062805
plan_c,C4_harmful_speech,8,117.93499755859375,0.20007479190826416,0.8999627232551575
plan_c,C4_harmful_speech,9,124.09613800048828,0.29455867409706116,0.8527207970619202
